frame_index,elapsed_seconds,epoch_seconds,current_speed,current_angle,marker
0,0.597515,1781126264.429352,0,86,
1,0.780582,1781126264.612419,255,86,
2,0.845565,1781126264.677401,255,86,
3,0.898248,1781126264.730085,255,86,
4,0.965425,1781126264.797262,255,86,
5,1.018394,1781126264.850230,255,86,
6,1.088426,1781126264.920263,242,86,
7,1.142136,1781126264.973972,242,86,
8,1.197695,1781126265.029532,242,86,
9,1.257757,1781126265.089594,242,86,
10,1.322313,1781126265.154149,242,86,
11,1.381071,1781126265.212908,242,86,
12,1.435755,1781126265.267592,242,86,
13,1.487858,1781126265.319695,242,86,
14,1.542318,1781126265.374155,242,86,
15,1.595708,1781126265.427545,242,86,
16,1.650780,1781126265.482617,242,86,
17,1.712918,1781126265.544755,242,86,
18,1.767004,1781126265.598840,242,86,
19,1.824419,1781126265.656256,242,86,
20,1.887595,1781126265.719431,242,86,
21,1.940293,1781126265.772130,242,86,
22,2.001563,1781126265.833400,255,86,
23,2.054226,1781126265.886063,242,86,
24,2.115714,1781126265.947551,242,86,
25,2.165403,1781126265.997239,242,86,
26,2.217637,1781126266.049474,242,86,
27,2.276166,1781126266.108003,214,79,
28,2.352139,1781126266.183976,224,82,
29,2.399095,1781126266.230932,214,75,
30,2.455345,1781126266.287182,214,68,
31,2.499062,1781126266.330899,214,64,
32,2.560347,1781126266.392184,214,64,
33,2.604356,1781126266.436192,214,64,
34,2.648481,1781126266.480318,214,64,
35,2.693134,1781126266.524971,214,64,
36,2.745061,1781126266.576898,214,64,auto_front_wall
37,2.798495,1781126266.630332,214,64,
38,2.853358,1781126266.685195,214,64,
39,2.898672,1781126266.730509,214,64,
40,2.957240,1781126266.789076,214,64,
41,3.002158,1781126266.833995,214,64,
42,3.047951,1781126266.879787,214,64,
43,3.106538,1781126266.938375,214,64,
44,3.196718,1781126267.028555,214,64,
45,3.252431,1781126267.084268,214,64,
46,3.321608,1781126267.153445,214,64,
47,3.382991,1781126267.214827,214,64,
48,3.435954,1781126267.267791,214,64,
49,3.484912,1781126267.316749,214,64,
50,3.535762,1781126267.367598,214,64,
51,3.588571,1781126267.420407,214,64,
52,3.639149,1781126267.470986,214,64,
53,3.685963,1781126267.517800,214,64,
54,3.734579,1781126267.566416,214,64,
55,3.792331,1781126267.624167,214,64,
56,3.849213,1781126267.681049,214,64,
57,3.896576,1781126267.728412,214,64,
58,3.945003,1781126267.776840,214,64,
59,3.992013,1781126267.823850,214,64,
60,4.042600,1781126267.874437,214,64,
61,4.097810,1781126267.929646,214,64,
62,4.156318,1781126267.988155,214,64,auto_front_wall
63,4.221123,1781126268.052960,214,64,
64,4.272190,1781126268.104027,214,64,
65,4.339453,1781126268.171289,214,64,
66,4.402790,1781126268.234627,214,64,
67,4.465145,1781126268.296982,214,64,
68,4.541597,1781126268.373433,214,64,
69,4.606355,1781126268.438192,255,67,
70,4.681473,1781126268.513310,242,70,
71,4.747888,1781126268.579725,242,73,
72,4.820376,1781126268.652213,242,76,
73,4.891253,1781126268.723090,228,79,auto_curve_too_long
74,4.965615,1781126268.797452,242,82,
75,5.054721,1781126268.886558,242,85,
76,5.122143,1781126268.953980,255,86,
77,5.185117,1781126269.016954,255,86,
78,5.273119,1781126269.104956,255,86,
79,5.347392,1781126269.179228,242,86,
80,5.413933,1781126269.245770,242,86,
81,5.482570,1781126269.314407,228,83,
82,5.553474,1781126269.385311,242,81,
83,5.618575,1781126269.450412,242,81,
84,5.684265,1781126269.516101,242,81,
85,5.747424,1781126269.579260,242,83,
86,5.815716,1781126269.647553,242,83,
87,5.893131,1781126269.724967,242,83,
88,5.955546,1781126269.787383,242,83,
89,6.016915,1781126269.848752,242,84,
90,6.078713,1781126269.910550,242,84,
91,6.140454,1781126269.972291,242,86,
92,6.203368,1781126270.035205,242,84,
93,6.281829,1781126270.113666,242,84,
94,6.368015,1781126270.199852,242,84,
95,6.441051,1781126270.272887,242,86,
96,6.504259,1781126270.336096,242,84,
97,6.564593,1781126270.396430,242,84,
98,6.627082,1781126270.458919,242,84,
99,6.688575,1781126270.520412,236,82,
100,6.758858,1781126270.590694,236,82,
101,6.828847,1781126270.660684,236,82,
102,6.900184,1781126270.732021,236,82,
103,6.976044,1781126270.807880,242,85,
104,7.036736,1781126270.868573,242,84,
105,7.097893,1781126270.929729,242,84,
106,7.163034,1781126270.994870,242,83,
107,7.224987,1781126271.056823,242,83,
108,7.299006,1781126271.130843,228,86,
109,7.365831,1781126271.197667,242,86,
110,7.429269,1781126271.261106,255,86,
111,7.490983,1781126271.322819,255,86,
112,7.554618,1781126271.386455,255,86,
113,7.608978,1781126271.440815,255,86,
114,7.665789,1781126271.497626,255,86,
115,7.725966,1781126271.557803,255,86,
116,7.786729,1781126271.618566,255,86,
117,7.847830,1781126271.679667,255,86,
118,7.905340,1781126271.737177,255,86,
119,7.959351,1781126271.791187,255,86,
120,8.015922,1781126271.847759,255,86,
121,8.067565,1781126271.899401,255,86,
122,8.120755,1781126271.952592,255,86,
123,8.171879,1781126272.003715,214,79,
124,8.223290,1781126272.055126,214,72,
125,8.287867,1781126272.119703,214,65,
126,8.351546,1781126272.183382,214,64,
127,8.406703,1781126272.238539,214,64,
128,8.456546,1781126272.288382,214,64,
129,8.508422,1781126272.340258,214,64,auto_front_wall
130,8.560871,1781126272.392707,214,64,
131,8.609579,1781126272.441415,214,64,
132,8.659655,1781126272.491492,214,64,
133,8.707087,1781126272.538924,214,64,
134,8.757833,1781126272.589670,214,64,
135,8.818435,1781126272.650272,214,64,
136,8.895405,1781126272.727242,214,64,
137,8.947392,1781126272.779229,214,64,
138,9.000531,1781126272.832368,214,64,
139,9.052642,1781126272.884479,214,64,
140,9.105717,1781126272.937554,214,64,
141,9.158838,1781126272.990674,214,64,
142,9.216071,1781126273.047908,214,64,
143,9.278130,1781126273.109967,214,64,
144,9.343029,1781126273.174865,242,67,
145,9.433609,1781126273.265446,242,70,
146,9.497330,1781126273.329167,242,73,
147,9.563184,1781126273.395021,228,76,
148,9.629654,1781126273.461491,242,79,
149,9.694651,1781126273.526488,242,82,
150,9.763986,1781126273.595823,242,85,
151,9.867563,1781126273.699400,242,87,
