epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,353.207,1.16286,2.83976,0.00586,0.75529,0.80446,0.85289,0.59323,1.04034,1.76463,0.00494,0.000553496,0.000553496,0.000553496
