frame_index,elapsed_seconds,epoch_seconds,current_speed,current_angle,marker
0,0.678689,1781118218.591635,0,86,
1,0.782030,1781118218.694976,228,86,
2,0.885153,1781118218.798098,228,86,
3,1.003872,1781118218.916818,212,86,
4,1.124318,1781118219.037264,212,86,
5,1.216632,1781118219.129578,212,89,
6,1.300945,1781118219.213891,212,90,
7,1.366406,1781118219.279352,212,89,
8,1.484663,1781118219.397609,212,90,
9,1.560199,1781118219.473145,212,88,
10,1.631685,1781118219.544631,212,90,
11,1.707097,1781118219.620043,212,90,
12,1.802860,1781118219.715806,212,90,
13,1.882009,1781118219.794955,212,88,
14,1.949717,1781118219.862662,212,90,
15,2.018150,1781118219.931096,212,90,
16,2.097245,1781118220.010191,212,91,
17,2.175283,1781118220.088229,212,88,
18,2.255199,1781118220.168145,212,85,
19,2.342300,1781118220.255246,212,82,
20,2.409708,1781118220.322654,212,85,
21,2.475706,1781118220.388652,212,86,
22,2.555664,1781118220.468610,172,93,
23,2.644526,1781118220.557472,172,100,
24,2.723724,1781118220.636670,172,102,
25,2.814959,1781118220.727905,172,102,
26,2.889656,1781118220.802602,172,102,auto_front_wall
27,2.986913,1781118220.899859,172,102,
28,3.083237,1781118220.996183,172,102,
29,3.153769,1781118221.066715,172,102,
30,3.213304,1781118221.126250,172,102,
31,3.332319,1781118221.245265,172,102,
32,3.405657,1781118221.318603,172,102,
33,3.466584,1781118221.379529,172,102,
34,3.528805,1781118221.441751,172,102,
35,3.587813,1781118221.500759,172,102,
36,3.647910,1781118221.560856,172,102,
37,3.742904,1781118221.655850,172,102,
38,3.862281,1781118221.775227,172,102,
39,3.917204,1781118221.830150,172,102,
40,3.965251,1781118221.878197,172,102,
41,4.022229,1781118221.935175,172,102,
42,4.075917,1781118221.988863,172,102,
43,4.130029,1781118222.042975,172,102,
44,4.239116,1781118222.152062,172,102,
45,4.340496,1781118222.253442,172,102,auto_front_wall
46,4.396561,1781118222.309507,172,102,
47,4.470199,1781118222.383145,172,102,
48,4.533786,1781118222.446731,172,102,
49,4.587365,1781118222.500310,172,102,
50,4.716292,1781118222.629238,172,102,
51,4.809249,1781118222.722195,172,102,
52,4.876094,1781118222.789040,172,102,
53,4.945852,1781118222.858798,172,102,
54,5.013872,1781118222.926818,172,102,
55,5.077554,1781118222.990500,172,102,
56,5.159998,1781118223.072943,172,102,auto_curve_too_long
57,5.259481,1781118223.172427,172,102,
58,5.344014,1781118223.256960,172,102,
59,5.420118,1781118223.333064,228,99,
60,5.506135,1781118223.419081,228,96,
61,5.663164,1781118223.576110,228,93,
62,5.748320,1781118223.661266,212,90,
63,5.859607,1781118223.772553,212,87,
64,5.929184,1781118223.842129,212,85,
65,5.996684,1781118223.909630,172,92,
66,6.061332,1781118223.974278,172,99,
67,6.130376,1781118224.043322,172,102,
68,6.210618,1781118224.123563,172,102,
69,6.314591,1781118224.227537,172,102,
70,6.393549,1781118224.306495,172,102,auto_front_wall
71,6.493816,1781118224.406762,172,102,
72,6.563378,1781118224.476323,172,102,
73,6.633059,1781118224.546005,172,102,
74,6.745027,1781118224.657973,172,102,
75,6.851010,1781118224.763955,172,102,
76,6.925658,1781118224.838604,172,102,
77,6.989821,1781118224.902767,172,102,
78,7.054577,1781118224.967523,172,102,
79,7.115330,1781118225.028276,172,102,
80,7.177764,1781118225.090709,172,102,
