frame_index,elapsed_seconds,epoch_seconds,current_speed,current_angle,marker
0,0.603592,1781126957.815146,0,86,
1,0.682749,1781126957.894303,242,86,
2,0.753577,1781126957.965131,242,86,
3,0.816720,1781126958.028274,228,83,
4,0.882032,1781126958.093585,242,80,
5,0.948278,1781126958.159832,242,81,
6,1.014130,1781126958.225684,242,81,
7,1.089119,1781126958.300673,242,81,
8,1.153860,1781126958.365413,242,83,
9,1.220541,1781126958.432095,228,80,
10,1.294084,1781126958.505638,242,83,
11,1.363426,1781126958.574980,242,84,
12,1.431620,1781126958.643174,242,83,
13,1.499034,1781126958.710588,228,86,
14,1.562981,1781126958.774535,228,89,
15,1.626058,1781126958.837612,242,86,
16,1.691081,1781126958.902634,242,86,
17,1.757359,1781126958.968913,242,86,
18,1.821100,1781126959.032654,242,86,
19,1.886162,1781126959.097716,242,86,
20,1.972481,1781126959.184035,242,86,
21,2.039015,1781126959.250569,242,86,
22,2.115563,1781126959.327117,242,86,
23,2.186432,1781126959.397985,242,86,
24,2.245790,1781126959.457344,242,86,
25,2.303257,1781126959.514810,242,86,
26,2.363529,1781126959.575083,228,89,
27,2.435313,1781126959.646867,242,90,
28,2.492840,1781126959.704394,242,89,
29,2.565064,1781126959.776618,242,86,
30,2.614650,1781126959.826203,214,93,
31,2.663660,1781126959.875214,214,100,
32,2.718311,1781126959.929864,214,107,
33,2.774245,1781126959.985799,214,110,
34,2.826991,1781126960.038545,214,110,
35,2.883088,1781126960.094642,214,110,
36,2.959691,1781126960.171245,214,110,auto_front_wall
37,3.031450,1781126960.243003,214,110,
38,3.079770,1781126960.291324,214,110,
39,3.138915,1781126960.350468,214,110,
40,3.207920,1781126960.419474,214,110,
41,3.259673,1781126960.471227,214,110,
42,3.312569,1781126960.524123,214,110,
43,3.368229,1781126960.579782,214,110,
44,3.439515,1781126960.651068,214,110,
45,3.495499,1781126960.707053,214,110,
46,3.546839,1781126960.758393,214,110,
47,3.600117,1781126960.811671,214,110,
48,3.647731,1781126960.859284,214,110,
49,3.694685,1781126960.906239,214,110,
50,3.742512,1781126960.954066,214,110,
51,3.787446,1781126960.999000,214,110,
52,3.834576,1781126961.046129,214,110,
53,3.878805,1781126961.090359,214,110,
54,3.948510,1781126961.160064,214,110,
55,4.009940,1781126961.221494,214,110,
56,4.064033,1781126961.275587,214,110,
57,4.109396,1781126961.320950,214,110,
58,4.160824,1781126961.372378,214,110,
59,4.202844,1781126961.414397,214,110,
60,4.244891,1781126961.456445,214,110,
61,4.285436,1781126961.496990,214,110,
62,4.335487,1781126961.547040,214,110,auto_front_wall
63,4.390633,1781126961.602187,214,110,
64,4.454382,1781126961.665936,214,110,
65,4.498508,1781126961.710062,214,110,
66,4.545329,1781126961.756883,214,110,
67,4.607675,1781126961.819229,214,110,
68,4.654823,1781126961.866376,214,110,
69,4.699304,1781126961.910858,214,110,
