frame_index,elapsed_seconds,epoch_seconds,current_speed,current_angle,marker
0,1.815396,1781119676.103895,0,86,
1,2.031115,1781119676.319613,228,86,
2,2.099452,1781119676.387950,228,86,
3,2.160557,1781119676.449056,172,79,
4,2.217816,1781119676.506315,172,72,
5,2.270878,1781119676.559376,172,70,
6,2.333174,1781119676.621673,172,70,
7,2.399581,1781119676.688080,172,70,
8,2.462002,1781119676.750501,172,70,auto_front_wall
9,2.530467,1781119676.818965,172,70,
10,2.589936,1781119676.878435,172,70,
11,2.652763,1781119676.941262,172,70,
12,2.707086,1781119676.995585,172,70,
13,2.762005,1781119677.050503,172,70,
14,2.822142,1781119677.110641,172,70,
15,2.891082,1781119677.179580,172,70,
16,2.951622,1781119677.240121,172,70,
17,3.004961,1781119677.293459,172,70,
18,3.058225,1781119677.346724,172,70,
19,3.110678,1781119677.399177,172,70,
20,3.168586,1781119677.457085,172,70,
21,3.217113,1781119677.505612,172,70,
22,3.264239,1781119677.552737,172,70,
23,3.322620,1781119677.611119,172,70,
24,3.395726,1781119677.684225,172,70,
25,3.441952,1781119677.730451,172,70,
26,3.496083,1781119677.784581,172,70,
27,3.552195,1781119677.840694,172,70,
28,3.603317,1781119677.891816,172,70,
29,3.668672,1781119677.957171,172,70,
30,3.716363,1781119678.004862,172,70,
31,3.772514,1781119678.061013,172,70,
32,3.831129,1781119678.119628,172,70,
33,3.900910,1781119678.189409,172,70,auto_front_wall
34,3.953439,1781119678.241938,172,70,
35,4.002850,1781119678.291349,172,70,
36,4.050847,1781119678.339346,172,70,
37,4.098271,1781119678.386770,172,70,
38,4.146643,1781119678.435142,172,70,
39,4.200229,1781119678.488728,172,70,
40,4.257705,1781119678.546204,172,70,
41,4.312755,1781119678.601254,172,70,
42,4.370356,1781119678.658854,172,70,
43,4.424996,1781119678.713495,172,70,
44,4.485690,1781119678.774189,172,70,
45,4.544843,1781119678.833342,172,70,
46,4.603969,1781119678.892468,228,73,
47,4.664645,1781119678.953144,212,76,
48,4.723023,1781119679.011522,212,79,
49,4.795590,1781119679.084089,212,82,auto_curve_too_long
50,4.860842,1781119679.149341,212,85,
51,4.938644,1781119679.227143,212,88,
52,5.001154,1781119679.289653,212,88,
53,5.065901,1781119679.354400,212,90,
54,5.130842,1781119679.419341,212,90,
55,5.200222,1781119679.488721,212,89,
56,5.265903,1781119679.554402,212,86,
57,5.329524,1781119679.618023,212,87,
58,5.397412,1781119679.685911,212,85,
59,5.463377,1781119679.751876,212,87,
60,5.528578,1781119679.817077,212,87,
61,5.589228,1781119679.877727,212,85,
62,5.655473,1781119679.943972,212,88,
63,5.720120,1781119680.008619,212,89,
64,5.782218,1781119680.070717,212,89,
65,5.853118,1781119680.141617,212,87,
66,5.919143,1781119680.207642,212,89,
67,6.007788,1781119680.296287,212,89,
68,6.068593,1781119680.357091,212,87,
69,6.140046,1781119680.428545,212,89,
70,6.202789,1781119680.491288,212,89,
71,6.266053,1781119680.554552,212,87,
72,6.329110,1781119680.617609,188,84,
