time_s,mode,x_cm,y_cm,heading_deg,wheel_actual_deg,wheel_target_deg,planner_selected_deg,servo_command_deg,speed_cm_s,target_speed_cm_s,acceleration_cm_s2,selected_radius_cm,target_distance_cm,required_lateral_shift_cm,current_wall_clearance_cm,front_clearance_cm,recovery_phase,recovery_side,forward_projection_cm,obstacle_in_forward_projection,recovery_reverse_distance_cm,recovery_advance_distance_cm,recovery_reverse_steering_deg,safety_limit_triggered,minimum_distance_cm,minimum_obstacle_cm,minimum_wall_cm,physical_collision,planner_state,phase,active_target_id,selected_pass_side,decision_reason,candidates_evaluated,calculation_time_ms,lap_completed,straight_progress,track_direction,memory_states_json,obstacle_distances_json
0.0,AUTO,125.0,280.0,180.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,,,,,,,,,,,,,,11.4,31.264,11.4,False,FOLLOW,FOLLOW,,,keyboard_control,0,0.0,False,0,pending_first_line,{},"{""1"": 170.302, ""2"": 31.264, ""3"": 68.337, ""4"": 129.744, ""5"": 209.24, ""6"": 217.885}"
0.05,AUTO,124.888,280.0,-180.0,0.0,0.0,0.0,92.0,2.25,20.0,45.0,,,,,,,,,,,,,,11.4,31.307,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 170.383, ""2"": 31.307, ""3"": 68.439, ""4"": 129.699, ""5"": 209.234, ""6"": 217.917}"
0.1,AUTO,124.663,280.0,-180.0,0.0,0.0,0.0,92.0,4.5,20.0,45.0,,,,,,,,,,,,,,11.4,31.394,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 170.544, ""2"": 31.394, ""3"": 68.643, ""4"": 129.609, ""5"": 209.221, ""6"": 217.981}"
0.15,AUTO,124.325,280.0,-180.0,0.0,0.0,0.0,92.0,6.75,20.0,45.0,,,,,,,,,,,,,,11.4,31.527,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 170.786, ""2"": 31.527, ""3"": 68.949, ""4"": 129.475, ""5"": 209.203, ""6"": 218.078}"
0.2,AUTO,123.875,280.0,-180.0,0.0,0.0,0.0,92.0,9.0,20.0,45.0,,,,,,,,,,,,,,11.4,31.71,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 171.11, ""2"": 31.71, ""3"": 69.358, ""4"": 129.298, ""5"": 209.179, ""6"": 218.207}"
0.25,AUTO,123.312,280.0,-180.0,0.0,0.0,0.0,92.0,11.25,20.0,45.0,,,,,,,,,,,,,,11.4,31.945,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 171.515, ""2"": 31.945, ""3"": 69.87, ""4"": 129.078, ""5"": 209.151, ""6"": 218.371}"
0.3,AUTO,122.638,280.0,-180.0,0.0,0.0,0.0,92.0,13.5,20.0,45.0,,,,,,,,,,,,,,11.4,32.239,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 172.002, ""2"": 32.239, ""3"": 70.485, ""4"": 128.816, ""5"": 209.119, ""6"": 218.568}"
0.35,AUTO,121.85,280.0,-180.0,0.0,0.0,0.0,92.0,15.75,20.0,45.0,,,,,,,,,,,,,,11.4,32.595,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 172.572, ""2"": 32.595, ""3"": 71.204, ""4"": 128.515, ""5"": 209.084, ""6"": 218.801}"
0.4,AUTO,120.95,280.0,-180.0,0.0,0.0,0.0,92.0,18.0,20.0,45.0,,,,,,,,,,,,,,11.4,33.021,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 173.225, ""2"": 33.021, ""3"": 72.027, ""4"": 128.177, ""5"": 209.048, ""6"": 219.071}"
0.45,AUTO,119.95,280.0,-180.0,0.0,0.0,0.0,92.0,20.0,20.0,40.0,,,,,,,,,,,,,,11.4,33.517,11.4,False,FOLLOW,FOLLOW,,,flexible_commitment_switched,1,2.442457996949088,False,0,pending_first_line,{},"{""1"": 173.954, ""2"": 33.517, ""3"": 72.944, ""4"": 127.806, ""5"": 209.013, ""6"": 219.374}"
